Rank,Hebrew,English,cefr_level,confidence,source
516,הבנק,the bank,A1,1.0,concordance
517,באותו,in the same / at the same (m.s.),A1,0.685,model_predicted
518,לגבי,regarding,B2,0.405,model_predicted
519,כלפי,towards / towards me,B2,0.37,model_predicted
520,בימי,on [days] / in the days of,A1,0.844,model_predicted
521,הסדרה,the series,A2,0.456,model_predicted
522,חשוב,important (m.s.),A1,0.32,model_predicted
523,ובו,and in him / and in it,A1,0.795,model_predicted
524,מטר,meter / rain shower,A2,0.605,model_predicted
525,ואז,and then,A1,0.579,model_predicted
526,האחרים,the other (m.pl.) / the others (m.),A1,0.577,model_predicted
527,אור,light,A1,0.562,model_predicted
528,לידי,to / to the hands of / near me / next to me,A1,1.0,concordance
529,ישנם,there are (m.),A1,0.782,model_predicted
530,מילים,words,A1,0.796,model_predicted
531,ליצור,to form / to create / to make,B1,0.405,model_predicted
532,שטח,area / field / territory,A2,0.507,model_predicted
533,מורחב,widened / broadened,C1,0.51,model_predicted
534,אשכול,cluster,C1,0.564,model_predicted
535,שאין,that there is no,A1,0.795,model_predicted
536,בגלל,because,A1,0.448,model_predicted
537,ברור,clear / obvious (m.s.),B1,0.378,model_predicted
538,גבוה,high / tall (m.s.),A2,0.387,model_predicted
539,הדין,the judgment / the sentence / the law,C1,0.428,model_predicted
540,הכפר,the village,A1,0.697,model_predicted
541,העצים,the trees / the logs,A1,0.766,model_predicted
542,הביא,brought (m.s.),A1,0.596,model_predicted
543,השונים,the different / the various (m.pl.),A1,0.672,model_predicted
544,העברית,the Hebrew,A1,0.355,model_predicted
545,המתמטיקה,the mathematics,C1,0.382,model_predicted
546,ממש,really,A1,0.481,model_predicted
547,עת,time,A1,0.757,model_predicted
548,חדשה,new (f.s.),A1,0.682,model_predicted
549,הרימון,the pomegranate / the grenade,C1,0.414,model_predicted
550,מת,dead / died (m.s.),A1,0.494,model_predicted
551,והיא,and she,A1,0.841,model_predicted
552,בת,girl / daughter,A1,0.85,model_predicted
553,קשר,tie / bond / link / connection,B1,1.0,concordance
554,מדינת,the state of,A2,0.303,model_predicted
555,אותן,them (f.),A1,0.744,model_predicted
556,עצמם,themselves,A2,0.4,model_predicted
557,נחשב,is considered / was considered (m.s.),B1,0.369,model_predicted
558,התקופה,the period / the era,A2,0.396,model_predicted
559,לעולם,forever / to/for the world,B2,0.349,model_predicted
560,העבודה,the work,A1,0.697,model_predicted
561,במידה,of a measure / of size / of a quality / to the extent that / [if (slang)],C1,1.0,concordance
562,שוליים,margins / edges / fringe,C1,0.374,model_predicted
563,זכויות,rights / privileges,A1,0.749,model_predicted
564,קרא,read / called (m.s.),A1,0.782,model_predicted
565,הגדולים,the big / the large (m.pl.),A1,0.457,model_predicted
566,הלחימה,the warfare / the fighting / soldered (f.s.),C1,0.418,model_predicted
567,שאל,asked / borrowed (m.s.),A1,0.679,model_predicted
568,הזאת,this (f.),A1,0.788,model_predicted
569,מקור,source / beak,B2,0.329,model_predicted
570,חברי,my friend / friendly / my friends / friends of / members of,A1,0.768,model_predicted
571,דיוויזיות,divisions,B2,1.0,concordance
572,מיני,kinds of / species of,A1,1.0,concordance
573,בתל,on a hill / on the hill,A2,0.421,model_predicted
574,שימש,was used / served (m.s.),A2,0.447,model_predicted
575,ויותר,and more,A1,0.636,model_predicted
576,הביאו,brought (pl.),A1,0.596,model_predicted
577,במקומות,in/at places / in/at the places,A1,0.561,model_predicted
578,הנני,I am / here I am,A1,0.775,model_predicted
579,מפקד,commander / census / muster,B2,0.369,model_predicted
580,שלאחר,that after,A1,0.795,model_predicted
581,מבין,from between / from among / understand (m.s.),A1,0.672,model_predicted
582,ממנה,from her,A1,0.672,model_predicted
583,עצים,trees / logs,A1,0.766,model_predicted
584,שינוי,change,A2,0.296,model_predicted
585,הדגל,the flag,A2,0.5,model_predicted
586,הדמוקרטיה,the democracy,C1,0.516,model_predicted
587,בכלל,at all,A1,1.0,concordance
588,עליהם,on them / about them (m.),A1,0.744,model_predicted
589,מכך,from this,A1,0.672,model_predicted
590,כמות,quantity / amount,C1,0.554,model_predicted
591,היסטוריה,history,A2,0.328,model_predicted
592,אלי,to me / my god,A2,0.421,model_predicted
593,קיימים,exist (m.pl.),B2,0.336,model_predicted
594,המדינות,the states,A2,0.303,model_predicted
595,מרכזי,central (m.s.),B1,0.326,model_predicted
596,ברחוב,on the street / on a street,A1,0.824,model_predicted
597,האחרונות,the last (f.pl.),A1,0.685,model_predicted
598,ובכך,and by this,A1,0.788,model_predicted
599,אומנם,indeed,B1,0.321,model_predicted
600,כולם,everybody (m.),A1,0.679,model_predicted
601,להורג,execution / putting to death,B2,0.408,model_predicted
602,קבוצות,groups,A1,0.462,model_predicted
603,להביא,to bring,A1,0.722,model_predicted
604,השחקן,the player / the actor,A1,0.502,model_predicted
605,חייו,his life,A1,0.788,model_predicted
606,היתר,the rest,A2,0.344,model_predicted
607,אנרגיה,energy,B1,0.366,model_predicted
608,העלייה,the rise / the increase / the immigration,C1,0.382,model_predicted
609,הבורים,the ignorant (m.pl.),C1,0.548,model_predicted
610,תחילת,the beginning of,A2,0.375,model_predicted
611,והם,and they,A1,0.721,model_predicted
612,האוכלוסייה,the population,B1,0.362,model_predicted
613,ביער,in a forest / in the forest,A1,0.401,model_predicted
614,כולו,all of it (m.s.),A1,1.0,concordance
615,ידע,knew (m.s.) / knowledge,A1,0.632,model_predicted
616,יצאו,went out / came out (pl.),A1,0.701,model_predicted
617,כיוון,direction / adjustment / tuning,B1,0.338,model_predicted
618,הערות,comments,B1,0.371,model_predicted
619,למנוע,to prevent,C1,0.369,model_predicted
620,מס,tax,A2,0.309,model_predicted
621,לקריאה,for reading / for calling / for a call,A1,0.762,model_predicted
622,טען,claimed / argued (m.s.),C1,0.428,model_predicted
623,חודשים,months,A1,0.827,model_predicted
624,בזה,hereby / in this one (m.),A2,0.326,model_predicted
625,זהו,this is (m.) / that's it,A1,0.788,model_predicted
626,השאר,the rest / leave (m.s. imperative),A2,0.344,model_predicted
627,גבוהה,high / tall (f.s.),A2,0.387,model_predicted
628,בתחום,in a field / in an area / in a range / in the field / in the area / in the range,A2,0.409,model_predicted
629,מסוים,specific (m.s.),B1,0.373,model_predicted
630,המין,the kind / the species / the gender / the sex,B1,1.0,concordance
631,יודע,knows (m.s.),A1,0.789,model_predicted
632,הקרקע,the soil / the ground / the land,B2,0.325,model_predicted
633,העירייה,the municipality,C1,0.289,model_predicted
634,טיפול,treatment,B2,0.412,model_predicted
635,נחל,stream / inherited / attained (m.s.),B1,0.319,model_predicted
636,אתם,you (m.pl.) / with them (m.pl.),A1,0.851,model_predicted
637,שלום,peace,B2,0.324,model_predicted
638,גורמים,factors / cause (m.pl.),C1,0.394,model_predicted
639,היחידה,the unit / the squad / the only / the single,A2,0.277,model_predicted
640,מופיע,appear / perform (m.s.),B1,0.455,model_predicted
641,השטח,the area / the field / the territory,A2,0.507,model_predicted
642,חוקי,legal (m.s.),B2,1.0,concordance
643,הגדוד,the regiment,C1,0.346,model_predicted
644,וכל,and all,A1,1.0,concordance
645,לקבל,to receive / to accept,B1,0.437,model_predicted
646,בשר,meat,A1,0.611,model_predicted
647,קיימת,exist (f.s.),B2,0.336,model_predicted
648,פרסם,published / advertised (m.s.),B1,0.34,model_predicted
649,העכברה,the mouse (female),A1,0.541,model_predicted
650,אינני,I am not,A1,0.569,model_predicted
651,בדיוק,exactly,A2,0.431,model_predicted
652,שר,minister / sing (m.s.),B2,1.0,concordance
653,שאר,rest / remainder,A2,0.344,model_predicted
654,ילדים,children,A1,0.862,model_predicted
655,יצאה,went out / came out (f.s.),A1,0.701,model_predicted
656,יתר,rest / remainder,A2,0.344,model_predicted
657,האל,the god,A2,0.421,model_predicted
658,בספורט,in sport / in the sport,A1,1.0,concordance
659,עבודה,work,A1,0.697,model_predicted
660,לחלוטין,totally / entirely / absolutely,A2,0.45,model_predicted
661,הפרוש,the meaning / the interpretation,A2,0.281,model_predicted
662,קטנים,small / little (m.pl.),A1,0.678,model_predicted
663,נקודות,points,A1,0.452,model_predicted
664,עצמה,herself / power / force / intensity,A2,0.411,model_predicted
665,חוסר,lack / deficiency / shortage / deficit,B2,0.364,model_predicted
666,בהתאם,accordingly,C1,0.494,model_predicted
667,תהליך,process,B1,0.391,model_predicted
668,עצמי,myself / self,A2,0.458,model_predicted
669,במצב,at a state / in a situation / at the state / in the situation,B1,1.0,concordance
670,לבנות,to build / for the girls / for girls,A2,0.465,model_predicted
671,כנראה,probably,A2,0.48,model_predicted
672,הטבע,the nature,B1,0.372,model_predicted
673,העולמית,the global / the universal (f.s.),B2,1.0,concordance
674,אכן,indeed,B1,0.321,model_predicted
675,בזכות,thanks to / due to / by right of,A1,0.705,model_predicted
676,קבוצה,group,A1,0.462,model_predicted
677,דין,judgment / sentence / law,C1,0.428,model_predicted
678,מוסדות,institutes,C1,0.489,model_predicted
679,המדבר,the desert,A2,0.339,model_predicted
680,השדרה,the boulevard,A2,0.372,model_predicted
681,בנק,bank,A1,1.0,concordance
682,לזה,for this (m.),A1,0.788,model_predicted
683,בפעם,[to] time,A1,0.757,model_predicted
684,לצאת,to go out / to come out,A1,0.469,model_predicted
685,סמוך,near / confident (m.s.),A2,0.398,model_predicted
686,חי,living / alive (m.s.),B1,0.352,model_predicted
687,בנו,his son,A1,0.788,model_predicted
688,המצב,the state / the situation,B1,1.0,concordance
689,דולר,dollar,A1,1.0,concordance
690,ממשלת,government of,B2,0.304,model_predicted
691,עולם,world / universe,A1,0.55,model_predicted
692,ספורט,sport,A1,1.0,concordance
693,הליברלית,the liberal,C1,0.435,model_predicted
694,החלבון,the protein,C1,1.0,concordance
695,שעות,hours,A1,0.786,model_predicted
696,מתחת,under / beneath,A2,0.429,model_predicted
697,בעלת,the owner of / has,A2,0.388,model_predicted
698,חזרה,returned / repeated (f.s.) / repetition / rehearsal / back,B1,0.367,model_predicted
699,לאור,in light of,A1,0.562,model_predicted
700,עברה,passed / crossed / went through (f.s.),A2,0.41,model_predicted
701,הביאה,brought (f.s.),A1,0.596,model_predicted
702,הגנרל,the general,B1,1.0,concordance
703,הגיעה,arrived (f.s.),A2,0.398,model_predicted
704,בחודש,in a month / in the month,A1,0.827,model_predicted
705,צורך,need / necessity,A1,0.739,model_predicted
706,משחק,game,A1,0.645,model_predicted
707,תפקיד,role,B1,0.431,model_predicted
708,אלוף,champion,B1,1.0,concordance
709,בדומה,like,A1,0.662,model_predicted
710,תאי,cells of / cellular / my cell,A1,0.391,model_predicted
711,די,enough,A1,0.683,model_predicted
712,בעיני,in the eyes of / in the opinion of / in my eyes / in my opinion,A1,0.732,model_predicted
713,קטנה,small / little (f.s.),A1,0.678,model_predicted
714,במרכז,at the center / at the center of,A1,0.505,model_predicted
715,מהווה,is / constitutes (m.s.),C1,0.597,model_predicted
716,יחסי,relative / the relations of,C1,0.542,model_predicted
717,הפועל,the worker / that operates / the verb,A2,1.0,concordance
718,אחדים,few,A1,0.538,model_predicted
719,מיוחד,special,A2,0.465,model_predicted
720,ראה,saw (m.s.),A2,0.383,model_predicted
721,הנראה,the visible,B1,0.417,model_predicted
722,לבן,white / for the son,A1,0.831,model_predicted
723,תנועה,movement / motion / traffic,B1,0.461,model_predicted
724,לאחד,to one (m.),A1,0.821,model_predicted
725,העובדה,the fact,A2,0.32,model_predicted
726,דרכים,ways / roads,A1,0.731,model_predicted
727,לעיר,to a city / to the city,A1,0.732,model_predicted
728,הפעולה,the action / the operation / the deed / the transaction,B1,0.468,model_predicted
729,הפכה,inverted / converted / turned / become / transformed (f.s.),C1,0.55,model_predicted
730,במלחמה,at war / in the war,A2,1.0,concordance
731,העתיקה,the ancient / the old (f.s.),C1,0.314,model_predicted
732,דו,bi-,A2,0.298,model_predicted
733,גדוד,regiment,C1,0.346,model_predicted
734,חמצן,oxygen,B2,0.355,model_predicted
735,נא,please,A1,0.678,model_predicted
736,פנים,face / inside / interior,A1,0.671,model_predicted
737,מלא,full (m.s.),A1,0.625,model_predicted
738,לדעת,to know / in the opinion of,A1,0.789,model_predicted
739,עמדו,stood / were about to / endured / succeeded / insisted on (pl.),B1,0.399,model_predicted
740,אדום,red (m.s.),A1,0.796,model_predicted
741,בסופו,at his end / at its end,A1,0.788,model_predicted
742,החוק,the law,A2,0.312,model_predicted
743,הראשי,the main,A2,0.498,model_predicted
744,השפעה,effect / influence,B2,0.374,model_predicted
745,הקולנוע,the cinema,A1,0.704,model_predicted
746,גבי,from the back / dorsal,A1,0.672,model_predicted
747,לפחות,at least,A2,0.387,model_predicted
748,מדבר,desert,A2,0.339,model_predicted
749,מדינה,state,A2,0.303,model_predicted
750,כיצד,how,A1,0.725,model_predicted
751,מות,the death of,B1,0.401,model_predicted
752,הבינלאומי,the international (m.s.),B1,0.307,model_predicted
753,הנשק,the weapon,B1,0.354,model_predicted
754,בעברית,in Hebrew,A1,0.355,model_predicted
755,הוד,glory,C1,0.469,model_predicted
756,כעת,now,A1,0.694,model_predicted
757,כמובן,of course / certainly,A1,0.575,model_predicted
758,משהו,something,A1,0.755,model_predicted
759,נהרגו,were killed,A1,0.62,model_predicted
760,הצדדים,the sides,A2,0.47,model_predicted
761,דרום,south,A1,0.501,model_predicted
762,בדרום,in the south,A1,0.501,model_predicted
763,שמות,names / Book of Exodus (bible),A1,1.0,concordance
764,אוכל,food / eat (m.s.) / I will eat / I will be able,A1,0.838,model_predicted
765,בשביל,for / on the path,A2,0.481,model_predicted
766,משם,from there,A1,0.672,model_predicted
767,מדובר,spoken / said / agreed,B1,0.336,model_predicted
768,חזר,returned / repeated (m.s.),B1,0.367,model_predicted
769,מקורות,sources,B2,0.329,model_predicted
770,מהן,what are (f.),A1,0.776,model_predicted
771,מלבד,except,A2,0.443,model_predicted
772,נתן,gave (m.s.),A1,0.369,model_predicted
773,עניין,matter / interest,A2,0.369,model_predicted
774,חשיבות,importance,C1,0.389,model_predicted
775,צורת,shape of / form of,B1,0.373,model_predicted
776,הצפון,the north,A1,0.444,model_predicted
777,האזור,the area / the region / the zone,B1,1.0,concordance
778,העיקריים,the main / the principal / the primary (m.pl.),A2,0.498,model_predicted
