word,transliteration,meaning,part_of_speech,root,binyan,cefr_level
קבע,kv',Fixed,verb,,,A2
תושב,tvshv,A resident of the city.,noun,,,A2
אופן,'vfn,The way,noun,,,A2
גבי,gvy,My back.,propn,,,A2
האי,h'y,The island is home to the island.,propn,,,A2
הצעה,htz'h,A proposal proposal,noun,,,A2
חולה,chvlh,The patient is sick.,noun,,,A2
חם,chm,It's hot.,adj,,,A2
כולו,chvlv,All of them.,pron,,,A2
כפר,chfr,A village is a village.,noun,,,A2
לגלות,lglvt,to discover.,verb,,,A2
לוח,lvch,Board  Board,noun,,,A2
פגע,fg',The damage was done.,verb,פ-ג-ע,PAAL,A2
מורה,mvrh,Teacher,noun,,,A2
הציע,htzy',The proposal was made.,verb,צ-י-ע,HIFIL,A2
נולד,nvld,Born,verb,נ-ל-ד,NIFAL,A2
נחמד,nchmd,Nice to meet you.,adj,,,A2
נחשב,nchshv,We are counted,verb,נ-ח-ב,NIFAL,A2
סופר,svfr,The author.,noun,,,A2
ראשית,r'shyt,The first one.,adv,,,A2
שיחה,shychh,A conversation is a conversation.,noun,,,A2
תפקיד,tfkyd,The role.,noun,,,A2
תקשורת,tkshvrt,The media,noun,,,A2
ויותר,vyvtr,And more.,adv,,,A2
זכה,zchh,The winner is the winner.,verb,ז-כ-ה,PAAL,A2
חייל,chyyl,Soldier is a soldier.,noun,,,A2
יחסים,ychsym,Relationships with other people.,noun,,,A2
כמוך,chmvch,Just like you.,adv,,,A2
הצליח,htzlych,Successfully managed.,verb,צ-ל-ח,HIFIL,A2
ניו,nyv,New  New,propn,,,A2
נתון,ntvn,The data,noun,,,A2
עזה,'zh,It's a great place to visit.,propn,,,A2
עמוק,'mvk,Deeply deeply,adj,,,A2
אחוז,'chvz,percent of the population.,noun,,,A2
אישית,'yshyt,Personally,adv,,,A2
איתם,'ytm,with them.,adv,,,A2
בידי,vydy,In my hands.,adv,,,A2
בלב,vlv,In the heart.,adv,,,A2
גוריון,gvryvn,Goryon is the name of the game.,propn,,,A2
כיף,chyf,Have fun with it.,noun,,,A2
מחיר,mchyr,Price is right.,noun,,,A2
מרדכי,mrdchy,Mordecai is the one.,propn,,,A2
פיתוח,fytvch,Development and development.,noun,,,A2
פרט,frt,Except for that.,noun,,,A2
קבלה,kvlh,Receipt Receipt,noun,,,A2
שמן,shmn,Fat,noun,,,A2
שקט,shkt,There is silence.,noun,,,A2
תיק,tyk,The case is filed.,noun,,,A2
תנאי,tn'y,Conditional conditions are met.,noun,,,A2
תנועה,tnv'h,Movement and movement.,noun,,,A2
אירוע,'yrv',Event  Event,noun,,,A2
היד,hyd,hand hand.,noun,,,A2
יוסי,yvsy,Usui is a member of the group.,propn,,,A2
חיפש,chyfsh,Searching for a new one.,verb,ח-פ-ש,PIEL,A2
לפנות,lfnvt,Turn around,verb,,,A2
מטר,mtr,The meters.,noun,,,A2
שטח,shtch,The area is flat.,noun,,,A2
אדון,'dvn,"Sir, my lord.",noun,,,A2
אחיו,'chyv,His brother.,propn,,,A2
באר,v'r,In a bar bar.,noun,,,A2
גל,gl,It's the same as the G.L.,propn,,,A2
דניאל,dny'l,Daniel is the author of,propn,,,A2
חופשי,chvfshy,free free,adj,,,A2
איחד,'ychd,together.,verb,א-ח-ד,PAAL,A2
הקים,hkym,Set up the establishment.,verb,ק-י-מ,HIFIL,A2
מוות,mvvt,Death is the result of death.,noun,,,A2
מוזיקה,mvzykh,Music is music.,noun,,,A2
מזון,mzvn,Food Food,noun,,,A2
מעין,m'yn,It's kind of like that.,adv,,,A2
נמוך,nmvch,Low-low low,adj,,,A2
עדיף,'dyf,It's better than that.,adj,,,A2
עלייך,'lyych,About you,adv,,,A2
פרסום,frsvm,Advertising,noun,,,A2
קבוע,kvv',Permanent and permanent.,adj,,,A2
רצון,rtzvn,Willingness is the will.,noun,,,A2
אישור,'yshvr,Approval is required.,noun,,,A2
אמן,'mn,An artist is an artist.,noun,,,A2
בריאות,vry'vt,Health Health,noun,,,A2
גישה,gyshh,The approach,noun,,,A2
חובה,chvvh,Duty is a duty.,noun,,,A2
חשיבות,chshyvvt,The importance of importance,noun,,,A2
לצפות,ltzfvt,Watching and watching.,verb,,,A2
נאמר,n'mr,The saying goes,verb,נ-א-ר,NIFAL,A2
ערוץ,'rvtz,Channel channel,noun,,,A2
פסק,fsk,A decision is made.,noun,,,A2
צילום,tzylvm,Photography is a must.,noun,,,A2
קרב,krv,The battle is over.,noun,,,A2
שמיים,shmyym,The heavens and the earth.,propn,,,A2
שמש,shmsh,The sun is the sun.,noun,,,A2
שניתן,shnytn,To give to be given to be given,adv,,,A2
שרק,shrk,It's just that it's not working.,propn,,,A2
תואר,tv'r,A degree,noun,,,A2
תוצאה,tvtz'h,The result is a result.,noun,,,A2
אבו,'vv,His father.,propn,,,A2
טל,tl,It's not easy.,propn,,,A2
הגן,hgn,The garden.,verb,,HIFIL,A2
הניח,hnych,Lay down your hand.,verb,נ-י-ח,HIFIL,A2
מצוות,mtzvvt,Commandments and commandments.,noun,,,A2
ציפה,tzyfh,Looking forward to it.,verb,צ-פ-ה,PIEL,A2
ענק,'nk,It's huge.,noun,,,A2
פרופסור,frvfsvr,Professor,propn,,,A2
קדימה,kdymh,Let's move on.,adv,,,A2
רוסיה,rvsyh,Russia Russia,propn,,,A2
רחוב,rchvv,Street Street,noun,,,A2
תמיכה,tmychh,Support support,noun,,,A2
אורי,'vry,Auri,propn,,,A2
אלי,'ly,"To me, my God.",propn,,,A2
הגנה,hgnh,Protection is provided.,noun,,,A2
החליט,hchlyt,He decided.,verb,ח-ל-ט,HIFIL,A2
הלכה,hlchh,It's gone.,noun,,,A2
חרא,chr',Shit is shit.,noun,,,A2
טלפון,tlfvn,The phone is a phone.,noun,,,A2
כאמור,ch'mvr,As I said,adv,,,A2
לימוד,lymvd,Learning is learning.,noun,,,A2
היווה,hyvvh,Become a mother.,verb,ה-י-ו,PIEL,A2
מזכיר,mzchyr,The secretary is the secretary.,noun,,,A2
משתמש,mshtmsh,The user is a user.,noun,,,A2
היה,hyh,There was a time when there was a problem.,verb,ה-י-ה,PAAL,A2
נתניהו,ntnyhv,Nehemiah was a prophet.,propn,,,A2
פתרון,ftrvn,The solution is a solution.,noun,,,A2
שבא,shv',who came to me.,propn,,,A2
שליטה,shlyth,Control is the key.,noun,,,A2
אוי,'vy,"Oh, my gosh.",intj,,,A2
"ארה""ב",'rhv,The U.S.A.,propn,,,A2
גרמניה,grmnyh,Germany Germany,propn,,,A2
דת,dt,This is a great book.,noun,,,A2
חברתי,chvrty,My friend.,adj,,,A2
יחס,ychs,Relationships are a thing of the past.,noun,,,A2
יסוד,ysvd,The foundation of the foundation.,noun,,,A2
הוסיף,hvsyf,Added added added,verb,ו-ס-פ,HIFIL,A2
לחם,lchm,Bread is bread.,noun,,,A2
מובן,mvvn,It's understandable,adj,,,A2
מתן,mtn,The gift is a gift.,noun,,,A2
פועל,fv'l,It's working.,noun,,,A2
צבע,tzv',The color of the paint.,noun,,,A2
שלטון,shltvn,The rule of law.,noun,,,A2
אפשרי,'fshry,It's possible possible.,adj,,,A2
החלטה,hchlth,The decision was made.,noun,,,A2
"ז""ל",zl,I'm going to tell you something.,propn,,,A2
כלשהו,chlshhv,Somewhere,pron,,,A2
כרטיס,chrtys,The card,noun,,,A2
החזיר,hchzyr,The pig.,verb,ח-ז-ר,HIFIL,A2
הכין,hchyn,The preparation is done.,verb,כ-י-נ,HIFIL,A2
הראה,hr'h,Show me what's going on.,verb,ר-א-ה,HIFIL,A2
חיכה,chychh,Waiting for you.,verb,ח-כ-ה,PIEL,A2
מנחם,mnchm,It's a comfort to me.,propn,,,A2
ניתוח,nytvch,Surgery is needed.,noun,,,A2
פתוח,ftvch,Open to the public.,adj,,,A2
רגל,rgl,feet.,noun,,,A2
שאי,sh'y,I don't know what it is.,adv,,,A2
שומר,shvmr,Keeper,noun,,,A2
שייך,shyych,It belongs to you.,adj,,,A2
שיכל,shychl,He could.,verb,ש-כ-ל,PAAL,A2
תחילה,tchylh,First of all.,adv,,,A2
תרגום,trgvm,Translate the text into English.,noun,,,A2
אדמה,'dmh,Earth,noun,,,A2
אחראי,'chr'y,responsible responsible,adj,,,A2
אחריות,'chryvt,Responsibilities and responsibilities.,noun,,,A2
איתן,'ytn,I'm not sure about them.,propn,,,A2
אריה,'ryh,The Lion,propn,,,A2
ביטחון,vytchvn,Safety and security.,noun,,,A2
בינתיים,vyntyym,In the meantime,adv,,,A2
דני,dny,Danny,propn,,,A2
טבע,tv',The nature of nature,propn,,,A2
טרם,trm,Not yet,adv,,,A2
"יו""ר",yvr,The President of the United States.,noun,,,A2
ביקר,vykr,Visited by a visitor.,verb,ב-ק-ר,PIEL,A2
עצר,'tzr,Stop the car.,verb,ע-צ-ר,PAAL,A2
מוכר,mvchr,It's a well-known brand.,adj,,,A2
מפתח,mftch,The key is the key.,noun,,,A2
נא,n',"Now, here we are.",propn,,,A2
עזרה,'zrh,Help is needed.,noun,,,A2
עצם,'tzm,A bone is a bone.,noun,,,A2
עתה,'th,Now,adv,,,A2
רחב,rchv,It's very broad.,adj,,,A2
שישי,shyshy,Friday,propn,,,A2
שכתב,shchtv,who wrote,verb,ש-כ-ב,PAAL,A2
תיקון,tykvn,Repaired,noun,,,A2
אילן,'yln,Ilan is the one who made it.,propn,,,A2
אמריקה,'mrykh,The United States of America,propn,,,A2
דירה,dyrh,Apartment is an apartment.,noun,,,A2
החל,hchl,Starting from the beginning.,verb,,HIFIL,A2
יין,yyn,Wine,noun,,,A2
יקר,ykr,It's expensive.,adj,,,A2
כבד,chvd,Heavy weight.,noun,,,A2
כוס,chvs,A cup of wine.,noun,,,A2
הכניס,hchnys,The entrance,verb,כ-נ-ס,HIFIL,A2
מהיר,mhyr,Fast and fast,adj,,,A2
מיום,myvm,From day to day,adv,,,A2
מתנה,mtnh,It's a gift.,noun,,,A2
נוח,nvch,It is convenient.,adj,,,A2
סבא,sv',My grandfather was a great-grandfather.,noun,,,A2
עליכם,'lychm,It's about you,adv,,,A2
פוליטי,fvlyty,Politics is the policy.,adv,,,A2
צרפת,tzrft,France France,propn,,,A2
שאול,sh'vl,The question is: What is the meaning of life?,propn,,,A2
שנא,shn',Hate is a hate crime.,verb,ש-נ-א,PAAL,A2
שיתוף,shytvf,Sharing  Sharing,noun,,,A2
שלב,shlv,Step by step.,noun,,,A2
ביים,vyym,I'm going to be there for you.,propn,,,A2
גמר,gmr,The end is near.,noun,,,A2
דיון,dyvn,The discussion is ongoing.,noun,,,A2
דרום,drvm,South  South,noun,,,A2
דרכו,drchv,Through him.,noun,,,A2
זקן,zkn,Old man,noun,,,A2
חום,chvm,The heat is brown.,noun,,,A2
טען,t'n,It's a great feeling to be here.,verb,ט-ע-נ,PAAL,A2
כאב,ch'v,Pain is pain.,noun,,,A2
כוכב,chvchv,A star is a star.,noun,,,A2
כתבה,chtvh,The article,noun,,,A2
הודה,hvdh,Thank you very much.,verb,ו-ד-ה,HIFIL,A2
מפה,mfh,A map,noun,,,A2
נהג,nhg,The driver of the truck.,noun,,,A2
סיום,syvm,Conclusion,noun,,,A2
סיני,syny,Chinese,propn,,,A2
סקס,sks,Sex is sex.,noun,,,A2
פסח,fsch,A verse from the Bible.,propn,,,A2
קהל,khl,The audience is the audience.,noun,,,A2
רופא,rvf',The doctor is a doctor.,noun,,,A2
אזור,'zvr,Region,noun,,,A2
אמצע,'mtz',The medium.,noun,,,A2
ארוחה,'rvchh,A meal is a meal.,noun,,,A2
בעלה,v'lh,Her husband's wife.,propn,,,A2
דמות,dmvt,The character's character.,noun,,,A2
חינם,chynm,It's free of charge.,adv,,,A2
ידיעה,ydy'h,Knowledge,noun,,,A2
מבנה,mvnh,structure structure,noun,,,A2
מכתב,mchtv,A letter to the editor.,noun,,,A2
מפקד,mfkd,The commander-in-chief.,noun,,,A2
מרכזי,mrchzy,The centerpiece.,adj,,,A2
נקבע,nkv',be determined.,verb,נ-ק-ע,NIFAL,A2
עירייה,'yryyh,Municipality Municipality,noun,,,A2
צו,tzv,Order to order.,noun,,,A2
קיום,kyvm,The existence of existence.,noun,,,A2
רגיל,rgyl,It's normal,adj,,,A2
רכבת,rchvt,The train is a train.,noun,,,A2
רציני,rtzyny,Seriously.,adj,,,A2
שיטה,shyth,The method,noun,,,A2
שירה,shyrh,Poetry and poetry.,noun,,,A2
תא,t',You'll be there.,noun,,,A2
איי,'yy,I'm going to tell you what I'm doing.,propn,,,A2
אמה,'mh,mother.,propn,,,A2
בים,vym,In the sea.,noun,,,A2
בנק,vnk,The bank is a bank.,noun,,,A2
בעלות,v'lvt,owned by the owners.,noun,,,A2
ג'ורג,gvrg,George is the one.,propn,,,A2
גב,gv,Mrs. Brown is here.,noun,,,A2
היכן,hychn,Where Where,adv,,,A2
זר,zr,A foreigner is a foreigner.,noun,,,A2
חשש,chshsh,Fear is fear.,noun,,,A2
יחיד,ychyd,single single,adj,,,A2
הוכיח,hvchych,It's been proven.,verb,ו-כ-ח,HIFIL,A2
הרג,hrg,Killing and killing.,verb,ה-ר-ג,PAAL,A2
שימש,shymsh,Used to be used,verb,ש-מ-ש,PIEL,A2
מבט,mvt,Take a look at this.,noun,,,A2
מיכאל,mych'l,Michael is the one.,propn,,,A2
מצוין,mtzvyn,It's excellent.,adj,,,A2
סיפר,syfr,He told me.,verb,ס-פ-ר,PIEL,A2
עוזר,'vzr,Assistant to the Assistant.,noun,,,A2
עצמי,'tzmy,myself.,adj,,,A2
שרון,shrvn,"Sharon, who is also a member of the Board of Directors.",propn,,,A2
אופי,'vfy,Character,noun,,,A2
הולדת,hvldt,Birthdays and Birthdays,noun,,,A2
השפעה,hshf'h,The influence,noun,,,A2
חופש,chvfsh,Freedom is freedom.,noun,,,A2
טבעי,tv'y,It's natural and natural.,adj,,,A2
כלכלי,chlchly,economically economically,adj,,,A2
איתר,'ytr,Somewhere else.,verb,א-ת-ר,PAAL,A2
החליף,hchlyf,The replacement,verb,ח-ל-פ,HIFIL,A2
מאמר,m'mr,An article from the paper,noun,,,A2
נכתב,nchtv,It is written,verb,נ-כ-ב,NIFAL,A2
עמו,'mv,with him.,adv,,,A2
ערבי,'rvy,Arabic Arabic Arabic Arabic Arabic Arabic Arabic Arabic Arabic,noun,,,A2
פגיעה,fgy'h,Weakness is a vulnerability.,noun,,,A2
צפון,tzfvn,The North.,noun,,,A2
אמו,'mv,his mother.,propn,,,A2
הוצאה,hvtz'h,Spending,noun,,,A2
הלאה,hl'h,Next up,adv,,,A2
חלב,chlv,Milk and milk.,noun,,,A2
יהדות,yhdvt,Judaism is a form of Judaism.,noun,,,A2
לענות,l'nvt,Answer the question.,verb,ע-נ-ת,PAAL,A2
לשון,lshvn,language language,noun,,,A2
משנה,mshnh,It makes a difference.,noun,,,A2
נפלא,nfl',It's wonderful and wonderful.,adj,,,A2
סביר,svyr,It is plausible,adj,,,A2
סי,sy,C C C,propn,,,A2
פרץ,frtz,The French invaded.,propn,,,A2
שי,shy,I'm going to tell you something.,propn,,,A2
ברזל,vrzl,Iron iron,noun,,,A2
חמור,chmvr,The donkey is very serious.,adj,,,A2
חשמל,chshml,electricity,noun,,,A2
יהושע,yhvsh',Joshua is the only one.,propn,,,A2
יחידה,ychydh,Unit of the unit.,noun,,,A2
יפו,yfv,I'm going to try to make it work.,propn,,,A2
כדורגל,chdvrgl,Soccer is the name of the game.,noun,,,A2
כשר,chshr,The power.,noun,,,A2
לבסוף,lvsvf,"Finally, I'm ready.",adv,,,A2
העלה,h'lh,He was raised by his father.,verb,ע-ל-ה,HIFIL,A2
מועצה,mv'tzh,Council Council,noun,,,A2
מידה,mydh,The scale,noun,,,A2
הסכים,hschym,I agreed.,verb,ס-כ-מ,HIFIL,A2
הסתבר,hstvr,It turned out.,verb,ה-ס-ר,HITPAEL,A2
משקל,mshkl,Weight,noun,,,A2
נפל,nfl,We have fallen.,verb,נ-פ-ל,PAAL,A2
צעד,tz'd,Step by step.,noun,,,A2
"ש""ח",shch,"That's right, that's right.",noun,,,A2
אב,'v,The father of the family.,noun,,,A2
אלון,'lvn,Alon,propn,,,A2
גבול,gvvl,The border is the border.,noun,,,A2
ימין,ymyn,Right to right,noun,,,A2
ירד,yrd,Jordan has gone down.,verb,י-ר-ד,PAAL,A2
ישיבה,yshyvh,A meeting is held.,noun,,,A2
כביש,chvysh,Highway,noun,,,A2
כלב,chlv,A dog is a dog.,noun,,,A2
הוריד,hvryd,Take it off.,verb,ו-ר-ד,HIFIL,A2
ויתר,vytr,Leave it alone.,verb,ו-ת-ר,PIEL,A2
ניהל,nyhl,The procedure is simple.,verb,נ-י-ה,PIEL,A2
עזב,'zv,Leave it alone.,verb,ע-ז-ב,PAAL,A2
"מ""ם",mm,I'm going to tell you.,noun,,,A2
גילה,gylh,She discovered it.,verb,ג-ל-ה,PIEL,A2
מוסד,mvsd,The institution is an institution.,noun,,,A2
מחנה,mchnh,Camp,noun,,,A2
מטרה,mtrh,The goal is to achieve the goal.,noun,,,A2
מלון,mlvn,Hotel,noun,,,A2
מצווה,mtzvvh,The commandment is a commandment.,noun,,,A2
נוער,nv'r,Youth  Youth,noun,,,A2
נזק,nzk,Damage to the building.,noun,,,A2
עמדה,'mdh,The position.,noun,,,A2
עתיד,'tyd,The future,noun,,,A2
שעבר,sh'vr,The past,adj,,,A2
תוכן,tvchn,The content is,noun,,,A2
תשומה,tshvmh,The answer is simple.,noun,,,A2
אנגלית,'nglyt,English English,propn,,,A2
ביצוע,vytzv',Performance is achieved.,noun,,,A2
במקביל,vmkvyl,At the same time,adv,,,A2
ג'יימס,gyyms,James is the author of the book.,propn,,,A2
גודל,gvdl,Size  Size,noun,,,A2
הודיע,hvdy',The information is provided.,verb,ו-ד-ע,HIFIL,A2
חלום,chlvm,A dream is a dream.,noun,,,A2
טיסה,tysh,Flight  Flight,noun,,,A2
ביטל,vytl,Cancelled,verb,ב-ט-ל,PIEL,A2
הזמין,hzmyn,Available by invitation.,verb,ז-מ-נ,HIFIL,A2
לשתות,lshtvt,to drink.,verb,ש-ת-ת,PAAL,A2
מועד,mv'd,The date is set.,noun,,,A2
הופיע,hvfy',Appeared Appeared,verb,ו-פ-ע,HIFIL,A2
מסביב,msvyv,Around the world.,adv,,,A2
נודע,nvd',We all know.,verb,נ-ד-ע,NIFAL,A2
עדן,'dn,The Garden of Eden.,propn,,,A2
"ת""א",t',T'a' is the name of the game.,propn,,,A2
אזרח,'zrch,A citizen is a citizen.,noun,,,A2
איסור,'ysvr,Prohibition is prohibited.,noun,,,A2
אמנות,'mnvt,Art is art.,noun,,,A2
גדל,gdl,Growing up.,verb,ג-ד-ל,PAAL,A2
הוה,hvh,And the Lord.,verb,ה-ו-ה,PAAL,A2
יובל,yvvl,The Jubilee is coming.,propn,,,A2
כחול,chchvl,Blue is blue.,adj,,,A2
מועדון,mv'dvn,Club Club,noun,,,A2
מורכב,mvrchv,Complex and complex.,adj,,,A2
מטה,mth,From the bottom up.,noun,,,A2
משטרה,mshtrh,Police officers.,noun,,,A2
נוסע,nvs',The passenger is a passenger.,noun,,,A2
סמל,sml,Sgt. Sgt. Sgt. Sgt. Sgt. Sgt.,noun,,,A2
ספרו,sfrv,Count it down.,propn,,,A2
עדות,'dvt,The evidence is clear.,noun,,,A2
קר,kr,It's cold.,adj,,,A2
קריאה,kry'h,Readings Readings,noun,,,A2
קרקע,krk',Soil Soil,noun,,,A2
אלייך,'lyych,To you,adv,,,A2
דרש,drsh,Requirements are required.,verb,ד-ר-ש,PAAL,A2
טלוויזיה,tlvvyzyh,TV TV,noun,,,A2
יאיר,y'yr,Yair,propn,,,A2
ישיר,yshyr,Directly,adj,,,A2
ישירות,yshyrvt,Directly,adv,,,A2
כאחד,ch'chd,As one,adv,,,A2
דאג,d'g,Worry about it.,verb,ד-א-ג,PAAL,A2
נסע,ns',Let's go on a road trip.,verb,נ-ס-ע,PAAL,A2
מרים,mrym,Mary is the mother of Jesus.,propn,,,A2
ניהול,nyhvl,Management is the key.,noun,,,A2
נס,ns,Miracle is a miracle.,noun,,,A2
עור,'vr,The skin is made of leather.,noun,,,A2
פחד,fchd,Fear is fear.,noun,,,A2
רחל,rchl,Rachel is a woman.,propn,,,A2
רשימה,rshymh,A list list,noun,,,A2
שקר,shkr,It's a lie.,noun,,,A2
תחום,tchvm,The field is,noun,,,A2
תת,tt,The subway is under construction.,adj,,,A2
אחדות,'chdvt,Unity is the unity.,noun,,,A2
אלוף,'lvf,The champion is the champion.,noun,,,A2
גילוי,gylvy,Revelation is the revelation.,noun,,,A2
גמור,gmvr,It's over.,adj,,,A2
דוגמה,dvgmh,Example  example,noun,,,A2
דוקטור,dvktvr,Dr.,noun,,,A2
דיין,dyyn,You're going to be your own.,propn,,,A2
היסטוריה,hystvryh,The story is history.,noun,,,A2
זאב,z'v,Wolves are wolves.,propn,,,A2
זין,zyn,Dick,noun,,,A2
יוצר,yvtzr,the creator.,noun,,,A2
לאף,l'f,Not at all.,adv,,,A2
הציל,htzyl,Saved by the bell.,verb,צ-י-ל,HIFIL,A2
לים,lym,To the sea,propn,,,A2
החזיק,hchzyk,Hold on to your hand.,verb,ח-ז-ק,HIFIL,A2
מסע,ms',The journey is a journey.,noun,,,A2
נדמה,ndmh,It seems to me.,verb,נ-ד-ה,NIFAL,A2
ניכר,nychr,It is well known.,adj,,,A2
סוריה,svryh,Syria is a country.,propn,,,A2
פרויקט,frvykt,Project  Project,noun,,,A2
שן,shn,That's why I'm here.,noun,,,A2
שקרה,shkrh,That's what happened.,propn,,,A2
תלמיד,tlmyd,The student is a student.,noun,,,A2
אורח,'vrch,A guest is invited.,noun,,,A2
גאה,g'h,Pride is the pride.,adj,,,A2
גר,gr,It's gray.,propn,,,A2
הורה,hvrh,Parent  Parent,noun,,,A2
חכמה,chchmh,Smart and smart,noun,,,A2
יצירה,ytzyrh,A work of art.,noun,,,A2
זיהה,zyhh,Identification is required.,verb,ז-י-ה,PIEL,A2
לימודים,lymvdym,The study of education.,noun,,,A2
מחלקה,mchlkh,From department to department.,noun,,,A2
מנהיג,mnhyg,A leader is a leader.,noun,,,A2
נבחר,nvchr,Selected,verb,נ-ב-ר,NIFAL,A2
ניר,nyr,Nir,propn,,,A2
סגל,sgl,Staff members.,propn,,,A2
ספרות,sfrvt,Literature is a matter of debate.,noun,,,A2
עובדה,'vvdh,This is a fact.,noun,,,A2
פול,fvl,Paul is full of it.,propn,,,A2
"ק""ם",km,I'm going to tell you about it.,noun,,,A2
ריח,rych,The smell of it.,noun,,,A2
שאולי,sh'vly,I wonder if it's possible.,propn,,,A2
שכולם,shchvlm,That everyone is,adv,,,A2
שנרא,shnr',Shinnara,verb,ש-נ-א,PUAL,A2
שפה,shfh,The language.,noun,,,A2
שרא,shr',Shra,verb,ש-ר-א,PAAL,A2
תולדה,tvldh,The history of history.,noun,,,A2
בניין,vnyyn,Building  Building,noun,,,A2
דמי,dmy,The price is right.,noun,,,A2
דתי,dty,I'm not sure.,adj,,,A2
חמישי,chmyshy,Thursdays,propn,,,A2
חנה,chnh,Hannah is here.,propn,,,A2
טרור,trvr,Terrorism is a form of terrorism.,noun,,,A2
תיכן,tychn,Get ready for it.,verb,,,A2
הזכיר,hzchyr,Reminds me of the memory.,verb,ז-כ-ר,HIFIL,A2
נלחם,nlchm,Let's fight for it.,verb,נ-ל-מ,NIFAL,A2
הציג,htzyg,The presentation was made.,verb,צ-י-ג,HIFIL,A2
למוות,lmvvt,to death.,adv,,,A2
מזג,mzg,The weather is fine.,noun,,,A2
מטוס,mtvs,Aircraft and aircraft.,noun,,,A2
מייקל,myykl,Michael is the only one.,propn,,,A2
מספר,msfr,Number  Number,noun,,,A2
מפעל,mf'l,Factory,noun,,,A2
נהרג,nhrg,He was killed.,verb,נ-ר-ג,NIFAL,A2
פעיל,f'yl,Active,adj,,,A2
צבאי,tzv'y,Military personnel.,adj,,,A2
ציבורי,tzyvvry,public public,adj,,,A2
רשמי,rshmy,Officially,adj,,,A2
שוק,shvk,Shock market,noun,,,A2
אזרחי,'zrchy,Citizens are citizens.,adj,,,A2
אנא,'n',Please  Please,intj,,,A2
אנטי,'nty,Anti is anti.,adv,,,A2
אריאל,'ry'l,Arial,propn,,,A2
ארצה,'rtzh,I'd like to.,adv,,,A2
באש,v'sh,In the fire.,adv,,,A2
הגען,hg'n,It's the same as the gene.,noun,,,A2
"הנ""ל",hnl,"""We are going to make a decision.",adv,,,A2
